label,data,lowercase,mapping_dict,remove_non_alphabet,no_whitespace,no_punctuation,standardized_word,stopwords,tokenized
joy,"haduh Alhamdulillah, meuni nikmat pisan geningnya curhat teh","haduh alhamdulillah, meuni nikmat pisan geningnya curhat teh","haduh alhamdulilahh, meuni nikmat pisan geningnya curhat teh",haduh alhamdulilahh  meuni nikmat pisan geningnya curhat teh,haduh alhamdulilahh meuni nikmat pisan geningnya curhat teh,haduh alhamdulilahh meuni nikmat pisan geningnya curhat teh,haduh alhamdulilahh meuni nikmat pisan geningnya curhat teh,alhamdulilahh meuni nikmat geningnya curhat,"['alhamdulilahh', 'meuni', 'nikmat', 'geningnya', 'curhat']"
joy,"assalamuallaikum, sampurasun, alhamdulillah meuni bingah ningal kang dedi turun langsung ngarajia miras.","assalamuallaikum, sampurasun, alhamdulillah meuni bingah ningal kang dedi turun langsung ngarajia miras.","assalamukabehaikum, sampurasun, alhamdulilahh meuni bingah ningal kang dedi turun langsung ngarajia miras.",assalamukabehaikum  sampurasun  alhamdulilahh meuni bingah ningal kang dedi turun langsung ngarajia miras ,assalamukabehaikum sampurasun alhamdulilahh meuni bingah ningal kang dedi turun langsung ngarajia miras ,assalamukabehaikum sampurasun alhamdulilahh meuni bingah ningal kang dedi turun langsung ngarajia miras ,assalamukabehaikum sampurasun alhamdulilahh meuni bingah ningal kang dedi turun langsung ngarajia miras,assalamukabehaikum sampurasun alhamdulilahh meuni bingah ningal dedi turun langsung ngarajia miras,"['assalamukabehaikum', 'sampurasun', 'alhamdulilahh', 'meuni', 'bingah', 'ningal', 'dedi', 'turun', 'langsung', 'ngarajia', 'miras']"
joy,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,masing duit teu cur cor ge ari boga kebebasan mah pan bagja,duit teu cur cor boga kebebasan bagja,"['duit', 'teu', 'cur', 'cor', 'boga', 'kebebasan', 'bagja']"
anger,PLIS ATULAH CORONA GEURA MUSNAH SIA TEH ANJING GOBLOG AING REK BIMBINGAN KEHED DASAR VIRUS GOBLOG IH,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura-giru musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih,plis atulah corona geura-giru musnah bimbingan dasar virus,"['plis', 'atulah', 'corona', 'geura-giru', 'musnah', 'bimbingan', 'dasar', 'virus']"
anger,Mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,mun aya batu da ges di baledog sia ku aink,aya batu ges baledog aink,"['aya', 'batu', 'ges', 'baledog', 'aink']"
sadness,"Ya Allah syan meuni tega ka urang. Dinyenyeri wae aing ku awewe, untung we teu berpaling ka lalaki ge :(","ya allah syan meuni tega ka urang. dinyenyeri wae aing ku awewe, untung we teu berpaling ka lalaki ge :(","ya kabehah syan meuni tega ka urang. dinyenyeri wae aing ku awewe, untung we teu berpaling ka lalaki ge :(",ya kabehah syan meuni tega ka urang  dinyenyeri wae aing ku awewe  untung we teu berpaling ka lalaki ge   ,ya kabehah syan meuni tega ka urang dinyenyeri wae aing ku awewe untung we teu berpaling ka lalaki ge ,ya kabehah syan meuni tega ka urang dinyenyeri wae aing ku awewe untung we teu berpaling ka lalaki ge ,ya kabehah syan meuni tega ka urang dinyenyeri wae aing ku awewe untung we teu berpaling ka lalaki ge,kabehah syan meuni tega urang dinyenyeri awewe untung teu berpaling lalaki,"['kabehah', 'syan', 'meuni', 'tega', 'urang', 'dinyenyeri', 'awewe', 'untung', 'teu', 'berpaling', 'lalaki']"
anger,"Kaluhur Dipiara Neupika Bebeakan Ieu Itu, Kahandap Di Recah Ku Setiap Jalu. Beunget Sia Sabaraha?! Beli Ku Aing! Hahahanjing!!","kaluhur dipiara neupika bebeakan ieu itu, kahandap di recah ku setiap jalu. beunget sia sabaraha?! beli ku aing! hahahanjing!!","kaluhur dipiara neupika bebeakan ieu itu, kahandap di recah ku setiap jalu. beunget sia sabaraha?! beli ku aing! hahahanjing!!",kaluhur dipiara neupika bebeakan ieu itu  kahandap di recah ku setiap jalu  beunget sia sabaraha   beli ku aing  hahahanjing  ,kaluhur dipiara neupika bebeakan ieu itu kahandap di recah ku setiap jalu beunget sia sabaraha beli ku aing hahahanjing ,kaluhur dipiara neupika bebeakan ieu itu kahandap di recah ku setiap jalu beunget sia sabaraha beli ku aing hahahanjing ,kaluhur dipiara neupika bebeakan ieu itu kahandap di recah ku setiap jalu beunget sia sabaraha beli ku aing hahahanjing,kaluhur dipiara neupika bebeakan kahandap recah jalu beunget beli hahahanjing,"['kaluhur', 'dipiara', 'neupika', 'bebeakan', 'kahandap', 'recah', 'jalu', 'beunget', 'beli', 'hahahanjing']"
joy,"Atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge , komo aing ieu Astaghfirullah kuat rujid perut akoh","atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge , komo aing ieu astaghfirullah kuat rujid perut akoh","atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge , komo aing ieu astaghfirullah kuat rujid perut akoh",atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge   komo aing ieu astaghfirullah kuat rujid perut akoh,atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge komo aing ieu astaghfirullah kuat rujid perut akoh,atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge komo aing ieu astaghfirullah kuat rujid perut akoh,atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge komo aing ieu astaghfirullah kuat rujid perut akoh,pantes krt ngagakgak liatnya teu ngarti komo kuat rujid perut akoh,"['pantes', 'krt', 'ngagakgak', 'liatnya', 'teu', 'ngarti', 'komo', 'kuat', 'rujid', 'perut', 'akoh']"
fear,Ka dua kali na nempo oray.. Ngaderegdeg sieun..,ka dua kali na nempo oray.. ngaderegdeg sieun..,ka dua kali na nempo oray.. ngaderegdeg sieun..,ka dua kali na nempo oray   ngaderegdeg sieun  ,ka dua kali na nempo oray ngaderegdeg sieun ,ka dua kali na nempo oray ngaderegdeg sieun ,ka dua sababaraha-kali na nempo oray ngaderegdeg sieun,dua sababaraha-kali nempo oray ngaderegdeg sieun,"['dua', 'sababaraha-kali', 'nempo', 'oray', 'ngaderegdeg', 'sieun']"
sadness,"sedih lah ningali babaturan geus karawin, minimal nya geus baroga kabogoh, tapi aku?","sedih lah ningali babaturan geus karawin, minimal nya geus baroga kabogoh, tapi aku?","sedih lah ningali babaturan geus karawin, minimal nya geus baroga kabogoh, tapi aku?",sedih lah ningali babaturan geus karawin  minimal nya geus baroga kabogoh  tapi aku ,sedih lah ningali babaturan geus karawin minimal nya geus baroga kabogoh tapi aku ,sedih lah ningali babaturan geus karawin minimal nya geus baroga kabogoh tapi aku ,sedih lah ningali babaturan geus karawin minimal nya geus baroga kabogoh tapi aku,ningali babaturan karawin minimal baroga kabogoh,"['ningali', 'babaturan', 'karawin', 'minimal', 'baroga', 'kabogoh']"
sadness,"Satuju ieu, ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan. Leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na, mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak","satuju ieu, ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan. leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na, mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak","satuju ieu, ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan. leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na, mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak",satuju ieu  ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan  leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na  mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak,satuju ieu ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak,satuju ieu ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak,satuju ieu ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan leuwih sedih ningali tulang becak nu boga hulang huleng bari nundutan diuk na becak na mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak,satuju ojol bs d tingali msh canda tawa nalongkrong d warung kopi d sisi jalan leuwih ningali tulang becak boga hulang huleng nundutan diuk becak boga duit leuwih hyg mere tp pak,"['satuju', 'ojol', 'bs', 'd', 'tingali', 'msh', 'canda', 'tawa', 'nalongkrong', 'd', 'warung', 'kopi', 'd', 'sisi', 'jalan', 'leuwih', 'ningali', 'tulang', 'becak', 'boga', 'hulang', 'huleng', 'nundutan', 'diuk', 'becak', 'boga', 'duit', 'leuwih', 'hyg', 'mere', 'tp', 'pak']"
sadness,Nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut nuju sakola di es em pe,nyeredet kana hate emut sakola es em,"['nyeredet', 'kana', 'hate', 'emut', 'sakola', 'es', 'em']"
sadness,"Muhun kang..pasrah sumerah ka Allah bari ku urang di ikhtiaran, Insya Allah aya jalan. Mugia sadayana dipasihan kasehatan","muhun kang..pasrah sumerah ka allah bari ku urang di ikhtiaran, insya allah aya jalan. mugia sadayana dipasihan kasehatan","muhun kang..pasrah sumerah ka kabehah bari ku urang di ikhtiaran, insya kabehah aya jalan. mugia sadayana dipasihan kasehatan",muhun kang  pasrah sumerah ka kabehah bari ku urang di ikhtiaran  insya kabehah aya jalan  mugia sadayana dipasihan kasehatan,muhun kang pasrah sumerah ka kabehah bari ku urang di ikhtiaran insya kabehah aya jalan mugia sadayana dipasihan kasehatan,muhun kang pasrah sumerah ka kabehah bari ku urang di ikhtiaran insya kabehah aya jalan mugia sadayana dipasihan kasehatan,muhun kang pasrah sumerah ka kabehah bari ku urang di ikhtiaran insya kabehah aya jalan mugia sadayana dipasihan kasehatan,muhun pasrah sumerah kabehah urang ikhtiaran insya kabehah aya jalan mugia sadayana dipasihan kasehatan,"['muhun', 'pasrah', 'sumerah', 'kabehah', 'urang', 'ikhtiaran', 'insya', 'kabehah', 'aya', 'jalan', 'mugia', 'sadayana', 'dipasihan', 'kasehatan']"
sadness,"saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum,...","saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum,...","saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum,...",saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum    ,saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum ,saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum ,saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum,saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum,"['saredih', 'ningali', 'brudak', 'sarena', 'mararengkel', 'abong', 'ungal', 'poe', 'diparab', 'eumih', 'keu', 'eum']"
anger,REK MANEH NGOMONG SABARAHA RATUS OGE AING MAH REK PADULI. HEEH PADULI BAGONG!,rek maneh ngomong sabaraha ratus oge aing mah rek paduli. heeh paduli bagong!,rek maneh ngomong sabaraha ratus oge aing mah rek paduli. heeh paduli bagong!,rek maneh ngomong sabaraha ratus oge aing mah rek paduli  heeh paduli bagong ,rek maneh ngomong sabaraha ratus oge aing mah rek paduli heeh paduli bagong ,rek maneh ngomong sabaraha ratus oge aing mah rek paduli heeh paduli bagong ,rek maneh ngomong sabaraha ratus oge aing mah rek paduli heeh paduli bagong,maneh ngomong ratus paduli paduli bagong,"['maneh', 'ngomong', 'ratus', 'paduli', 'paduli', 'bagong']"
sadness,Alhmdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh .. ripuh,alhmdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh .. ripuh,alhamdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh .. ripuh,alhamdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh    ripuh,alhamdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh ripuh,alhamdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh ripuh,alhamdulillah calageur awak n mah ngana ri maslah hate mah akur w kabeh ripuh,calageur awak n ngana ri maslah hate akur w kabeh,"['calageur', 'awak', 'n', 'ngana', 'ri', 'maslah', 'hate', 'akur', 'w', 'kabeh']"
sadness,"Nyurucud cipanon, ngeclak cisoca upami emut ka sosok kang Bahar","nyurucud cipanon, ngeclak cisoca upami emut ka sosok kang bahar","nyurucud cipanon, ngeclak cisoca upami emut ka sosok kang bahar",nyurucud cipanon  ngeclak cisoca upami emut ka sosok kang bahar,nyurucud cipanon ngeclak cisoca upami emut ka sosok kang bahar,nyurucud cipanon ngeclak cisoca upami emut ka sosok kang bahar,nyurucud cipanon ngeclak cisoca upami emut ka sosok kang bahar,nyurucud cipanon ngeclak cisoca upami emut sosok bahar,"['nyurucud', 'cipanon', 'ngeclak', 'cisoca', 'upami', 'emut', 'sosok', 'bahar']"
sadness,Sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah . .. sakapeng t inget sakapeung inget..,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah . .. sakapeng t inget sakapeung inget..,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah . .. sakapeng t inget sakapeung inget..,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah      sakapeng t inget sakapeung inget  ,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah sakapeng t inget sakapeung inget ,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah sakapeng t inget sakapeung inget ,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah sakapeng t inget sakapeung inget,nalangsa ai inget kolot eweuh sakapeng sakapeng t inget sakapeung inget,"['nalangsa', 'ai', 'inget', 'kolot', 'eweuh', 'sakapeng', 'sakapeng', 't', 'inget', 'sakapeung', 'inget']"
fear,Uyuhan nya anjing si klif sangra . Kita aja sebagai penonton sieun neuleu susana.. Komo salakina,uyuhan nya anjing si klif sangra . kita aja sebagai penonton sieun neuleu susana.. komo salakina,uyuhan nya anjing si klif sangra . kita aja sebagai penonton sieun neuleu susana.. komo salakina,uyuhan nya anjing si klif sangra   kita aja sebagai penonton sieun neuleu susana   komo salakina,uyuhan nya anjing si klif sangra kita aja sebagai penonton sieun neuleu susana komo salakina,uyuhan nya anjing si klif sangra kita aja sebagai penonton sieun neuleu susana komo salakina,uyuhan nya anjing si klif sangra kita aja sebagai penonton sieun neuleu susana komo salakina,uyuhan klif sangra penonton sieun neuleu susana komo salakina,"['uyuhan', 'klif', 'sangra', 'penonton', 'sieun', 'neuleu', 'susana', 'komo', 'salakina']"
fear,soak guludug meuni badag siga batuk setan !,soak guludug meuni badag siga batuk setan !,soak guludug meuni badag siga batuk setan !,soak guludug meuni badag siga batuk setan  ,soak guludug meuni badag siga batuk setan ,soak guludug meuni badag siga batuk setan ,soak guludug meuni badag siga batuk setan,soak guludug meuni badag batuk,"['soak', 'guludug', 'meuni', 'badag', 'batuk']"
fear,dilegok demi alloh tatangga serem mang aduh ngadegdeg,dilegok demi alloh tatangga serem mang aduh ngadegdeg,dilegok demi kabehah tatahenteu serem mang aduh ngadegdeg,dilegok demi kabehah tatahenteu serem mang aduh ngadegdeg,dilegok demi kabehah tatahenteu serem mang aduh ngadegdeg,dilegok demi kabehah tatahenteu serem mang aduh ngadegdeg,dilegok demi kabehah tatahenteu serem mang aduh ngadegdeg,dilegok kabehah tatahenteu serem mang ngadegdeg,"['dilegok', 'kabehah', 'tatahenteu', 'serem', 'mang', 'ngadegdeg']"
joy,"ya Allah! gawe meuni bahagia pisan, ayeuna mah aya nu perhatian*thank GOD","ya allah! gawe meuni bahagia pisan, ayeuna mah aya nu perhatian*thank god","ya kabehah! gawe meuni bahagia pisan, ayeuna mah aya nu perhatian*thank god",ya kabehah  gawe meuni bahagia pisan  ayeuna mah aya nu perhatian thank god,ya kabehah gawe meuni bahagia pisan ayeuna mah aya nu perhatian thank god,ya kabehah gawe meuni bahagia pisan ayeuna mah aya nu perhatian thank god,ya kabehah gawe meuni bahagia pisan ayeuna mah aya nu boga perhatian thank god,kabehah gawe meuni bahagia ayeuna aya boga perhatian thank god,"['kabehah', 'gawe', 'meuni', 'bahagia', 'ayeuna', 'aya', 'boga', 'perhatian', 'thank', 'god']"
fear,"Duh sarieun ninggal na ge, Kedah nyaketken diri ka gusti ari gunung bitu teh","duh sarieun ninggal na ge, kedah nyaketken diri ka gusti ari gunung bitu teh","duh sarieun nihenteulkeun na ge, kedah nyaketken diri ka gusti ari gunung bitu teh",duh sarieun nihenteulkeun na ge  kedah nyaketken diri ka gusti ari gunung bitu teh,duh sarieun nihenteulkeun na ge kedah nyaketken diri ka gusti ari gunung bitu teh,duh sarieun nihenteulkeun na ge kedah nyaketken diri ka gusti ari gunung bitu teh,duh sarieun nihenteulkeun na ge kedah nyaketken ka diri ka gusti ari gunung bitu teh,sarieun nihenteulkeun kedah nyaketken gunung bitu,"['sarieun', 'nihenteulkeun', 'kedah', 'nyaketken', 'gunung', 'bitu']"
sadness,"Nyurucud cai panon ningali perjuangan c Febri, lulumpatan ngudag bola umpan barutut, Htr nhn bow, maneh hiji""na nu ngangkat martabat persib","nyurucud cai panon ningali perjuangan c febri, lulumpatan ngudag bola umpan barutut, htr nhn bow, maneh hiji""na nu ngangkat martabat persib","nyurucud cai panon ningali perjuangan c febri, lulumpatan ngudag bola umpan barutut, htr nhn bow, maneh hiji""na nu ngangkat martabat persib",nyurucud cai panon ningali perjuangan c febri  lulumpatan ngudag bola umpan barutut  htr nhn bow  maneh hiji na nu ngangkat martabat persib,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hiji na nu ngangkat martabat persib,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hiji na nu ngangkat martabat persib,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hiji na nu boga ngangkat martabat persib,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hiji boga ngangkat martabat persib,"['nyurucud', 'cai', 'panon', 'ningali', 'perjuangan', 'c', 'febri', 'lulumpatan', 'ngudag', 'bola', 'umpan', 'barutut', 'htr', 'nhn', 'bow', 'maneh', 'hiji', 'boga', 'ngangkat', 'martabat', 'persib']"
